state_id,state,name,href,full_url,stop_type,Chain,Latitude,Longitude,LD_URL,LD_Latitude,LD_Longitude,Highway,Exit,Street Address,City,State,Postal Code,Phone,Fax,# of Parking Spots,# of Reserved Parking Spots,# of Paid Parking Spots,# of Fuel Lanes,# of Showers,# of Men's Showers,# of Truck Service Bays,Phone 2,Unleaded,Diesel,Bulk Def,Phone 3,Phone 4,Propane,Phone 5,Mile Marker,Road Name,Hours of Operation,https,http
3,Arizona,DISCOUNT ZONE #1,location_details.php?id=45153,https://www.truckstopsandservices.com/location_details.php?id=45153,Trucker,shell,33.46021,-112.169871,,33.46021,-112.169871,I-10,139,1042 N 51ST AVE,PHOENIX,AZ,85043,602-278-0714 (TRAVEL CENTER),,0.0,0.0,0.0,2.0,0.0,,0.0,,,,,,,,,,,,,
3,Arizona,EAGLE'S LANDING TRAVEL PLAZA,location_details.php?id=55922,https://www.truckstopsandservices.com/location_details.php?id=55922,Trucker,pilot,36.9954561,-111.5643671,,36.9954561,-111.5643671,US 89,,101 W GLEN ST,PAGE,AZ,86040,928-353-4821 (TRAVEL CENTER),,0.0,0.0,0.0,3.0,0.0,,0.0,928-353-4821 (YARDLEY'S STEAKBURGERS),3.399,3.699,4.899,,,,,,,,,
3,Arizona,EAGLES LANDING TRAVEL PLAZA,location_details.php?id=54230,https://www.truckstopsandservices.com/location_details.php?id=54230,Trucker,pilot,36.897675,-113.910849,,36.897675,-113.910849,I-15,9,4031 FLEET ST,LITTLEFIELD,AZ,86432,702-849-0700 (TRAVEL CENTER),928-347-5740,23.0,0.0,0.0,3.0,2.0,,1.0,702-849-0700 (SUBWAY),,,,702-849-0700 (YARDLEY'S STEAKBURGER'S),702-849-0700 (CHESTER'S FRIED CHICKEN),,,,,,,
3,Arizona,FLYING J DEALER #505,location_details.php?id=306,https://www.truckstopsandservices.com/location_details.php?id=306,Trucker,flying j,32.673458,-114.444909,https://pilotflyingj.com/stores/505,32.673458,-114.444909,I-8,12,108000 N FRONTAGE RD,YUMA,AZ,85367,928-342-2696 (TRAVEL CENTER),928-342-1619,80.0,0.0,0.0,8.0,6.0,,1.0,928-342-2696 (DAYBREAKERS CAFE),,,,,,,,,,,,
3,Arizona,FLYING J TRAVEL CENTER #1372,location_details.php?id=59044,https://www.truckstopsandservices.com/location_details.php?id=59044,Trucker,flying j,34.9145323,-114.1553834,https://locations.pilotflyingj.com/us/az/yucca/10835-south-double-r-drive,34.9145323,-114.1553834,I-40,28,10835 SOUTH DOUBLE R DRIVE,YUCCA,AZ,86438,928-754-0852 (TRAVEL CENTER),928-754-0962,141.0,10.0,,10.0,9.0,,,CINNABON (928-754-0852),2.899,4.199,4.499,,,,,,,,,
3,Arizona,FLYING J TRAVEL CENTER #608,location_details.php?id=1105,https://www.truckstopsandservices.com/location_details.php?id=1105,Trucker,flying j,33.602133,-114.523475,https://www.pilotflyingj.com/stores/608/,33.602133,-114.523475,I-10,1,I-10 S FRONTAGE RD,EHRENBERG,AZ,85334,928-923-9600 (TRAVEL CENTER),928-923-7735,271.0,3.0,3.0,10.0,13.0,,2.0,928-923-9600 (WENDY'S),3.099,4.199,4.499,928-923-9600 (CINNABON),,3.699,,,,,,
3,Arizona,FLYING J TRAVEL CENTER #609,location_details.php?id=16806,https://www.truckstopsandservices.com/location_details.php?id=16806,Trucker,flying j,32.731788,-111.549774,https://www.pilotflyingj.com/stores/609/,32.731788,-111.549774,I-10,208-A,16189 S SUNSHINE BLVD,ELOY,AZ,85231,520-466-9204 (TRAVEL CENTER),520-466-9588,350.0,5.0,5.0,10.0,11.0,,0.0,520-466-9204 (DENNY'S),2.899,3.969,4.499,520-466-9204 (DUNKIN' DONUTS EXPRESS),,,,,,,,
3,Arizona,FLYING J TRAVEL CENTER #610,location_details.php?id=10286,https://www.truckstopsandservices.com/location_details.php?id=10286,Trucker,flying j,35.220003,-114.006945,https://www.pilotflyingj.com/stores/610/,35.220003,-114.006945,I-40,53,3300 E ANDY DEVINE AVE,KINGMAN,AZ,86401,928-757-7300 (TRAVEL CENTER),928-757-1085,60.0,0.0,0.0,9.0,12.0,,2.0,928-757-7300 (DENNY'S),2.899,4.199,4.499,,,4.359,,,,,,
3,Arizona,FLYING J TRAVEL CENTER #611,location_details.php?id=16809,https://www.truckstopsandservices.com/location_details.php?id=16809,Trucker,flying j,33.460873,-112.2054,https://www.pilotflyingj.com/stores/611/,33.460873,-112.2054,I-10,137,6700 W LATHAM,PHOENIX,AZ,85043,623-936-1118 (TRAVEL CENTER),623-936-3611,170.0,45.0,45.0,12.0,15.0,,0.0,623-936-1118 (DENNY'S),3.039,3.999,4.499,,,,,,,,,
3,Arizona,FLYING J TRAVEL CENTER #612,location_details.php?id=16814,https://www.truckstopsandservices.com/location_details.php?id=16814,Trucker,flying j,35.016021,-110.674059,https://www.pilotflyingj.com/stores/612/,35.016021,-110.674059,I-40,255,400 TRANSCON LANE,WINSLOW,AZ,86047,928-289-2081 (TRAVEL CENTER),928-289-3798,200.0,12.0,12.0,12.0,15.0,,0.0,928-289-2081 (DENNY'S),2.829,3.799,4.499,,,,,,,,,
3,Arizona,FREEWAY CHEVRON,location_details.php?id=1145,https://www.truckstopsandservices.com/location_details.php?id=1145,Trucker,chevron,32.222582,-109.873092,,32.222582,-109.873092,I-10,336,2905 S HASKELL AVE,WILLCOX,AZ,85643,520-384-4375 (TRAVEL CENTER),,24.0,0.0,0.0,2.0,0.0,,0.0,,,,,,,,,,,,,
3,Arizona,GILA BEND FOOD MART,location_details.php?id=364,https://www.truckstopsandservices.com/location_details.php?id=364,Trucker,chevron,32.944712,-112.728116,,32.944712,-112.728116,I-8,115,623 W PIMA ST,GILA BEND,AZ,85337,928-683-6324 (TRAVEL CENTER),,0.0,0.0,0.0,10.0,0.0,,0.0,,,,,,,,,,,,,
3,Arizona,HALLUM STORES,location_details.php?id=1286,https://www.truckstopsandservices.com/location_details.php?id=1286,Trucker,texaco,35.191292,-114.069578,,35.191292,-114.069578,I-40,48,932 W BEALE ST,KINGMAN,AZ,86401,928-753-6538 (TRAVEL CENTER),,0.0,0.0,0.0,2.0,0.0,,0.0,,,,,,,,,,,,,
3,Arizona,HOPI TRAVEL PLAZA,location_details.php?id=1348,https://www.truckstopsandservices.com/location_details.php?id=1348,Trucker,conoco,34.974679,-110.09014,,34.974679,-110.09014,I-40,292,1851 STATE HWY 77,HOLBROOK,AZ,86025,928-524-1400 (TRAVEL CENTER),928-528-1405,150.0,0.0,0.0,6.0,6.0,,0.0,,3.199,3.499,4.159,,,,,,,,,
3,Arizona,JOHNSON'S TRAVEL CENTER,location_details.php?id=1488,https://www.truckstopsandservices.com/location_details.php?id=1488,Trucker,chevron,35.30951,-112.856982,,35.30951,-112.856982,I-40,123,21355 I-40 BUSINESS LOOP,SELIGMAN,AZ,86337,928-422-3540 (TRAVEL CENTER),928-422-0045,50.0,0.0,0.0,2.0,0.0,,0.0,928-422-3540 (SUBWAY),,,,928-422-3540 (JUANHIJOS BURRITO),,,,,,,,
3,Arizona,LAKE POWELL CONVENIENCE,location_details.php?id=10285,https://www.truckstopsandservices.com/location_details.php?id=10285,Trucker,shell,36.90423,-111.483499,,36.90423,-111.483499,US 89,,901 US 89 S,PAGE,AZ,86040,928-645-5998 (TRAVEL CENTER),928-645-5345,0.0,0.0,0.0,2.0,0.0,,0.0,,,,,,,,,,,,,
3,Arizona,LAST STOP TRAVEL CENTER,location_details.php?id=55839,https://www.truckstopsandservices.com/location_details.php?id=55839,Trucker,ind dealer,35.716149,-114.4855,,35.716149,-114.4855,US 93,,20331 N US 93,WHITE HILLS,AZ,86445,928-277-7379 (TRAVEL CENTER),,,,,6.0,4.0,,,928-277-7379 (LAST STOP KITCHEN),,,,928-277-7379 (STEEL'S ALL AMERICAN HOT DOGS),928-277-7379 (ARIZONA HOT WINGS),,928-277-7379 (BROOKLYN'S BEST NEW YORK PIZZA),,,,,
3,Arizona,LITTLE AMERICA TRAVEL CENTER - FLAGSTAFF,location_details.php?id=1705,https://www.truckstopsandservices.com/location_details.php?id=1705,Trucker,sinclair oil .svg,35.191796,-111.617997,,35.191796,-111.617997,I-40,198,2515 E BUTLER AVE,FLAGSTAFF,AZ,86004,928-779-7942 (TRAVEL CENTER),928-779-7978,85.0,0.0,0.0,7.0,11.0,,2.0,928-779-7942 (THE GRILL AND DELI),,,,,,,,,,,,
3,Arizona,Love's Country Stores,location_details.php?id=64168,https://www.truckstopsandservices.com/location_details.php?id=64168,Trucker,,32.26636887,-109.8472061,https://www.loves.com/,32.26636887,-109.8472061,I-10,,,Willcox,AZ,85644,,,,,,,,,,,,,,,,,,,,,,
3,Arizona,Love's Country Stores,location_details.php?id=64173,https://www.truckstopsandservices.com/location_details.php?id=64173,Trucker,,31.96286,-110.34487,https://www.loves.com/,31.96286,-110.34487,I-10,,,Benson,AZ,85602,520-586-8702,,,,,,,,,,,,,,,,,,,,,
3,Arizona,LOVE'S TRAVEL STOP #265,location_details.php?id=14756,https://www.truckstopsandservices.com/location_details.php?id=14756,Trucker,loves travel stops country stores 416x416,32.806523,-111.672303,https://www.loves.com/locations/265,32.806523,-111.672303,I-10,200,5000 N SUNLAND GIN RD,CASA GRANDE,AZ,85131,520-423-2015 (TRAVEL CENTER),520-423-2019,100.0,0.0,0.0,8.0,5.0,,0.0,520-423-2015 (ARBY'S),,,,520-423-2015 (GODFATHER'S PIZZA),,,,,,,,
3,Arizona,LOVE'S TRAVEL STOP #272,location_details.php?id=1912,https://www.truckstopsandservices.com/location_details.php?id=1912,Trucker,loves travel stops country stores 416x416,35.199538,-113.903998,https://www.loves.com/locations/272,35.199538,-113.903998,I-40,59,6035 E MINERVA LANE,KINGMAN,AZ,86401,928-681-4405 (TRAVEL CENTER),928-681-4408,35.0,0.0,0.0,9.0,7.0,,1.0,928-681-4405 (CHESTER'S FRIED CHICKEN),,,,928-681-4405 (SUBWAY),,,,,,,,
3,Arizona,LOVE'S TRAVEL STOP #278,location_details.php?id=1752,https://www.truckstopsandservices.com/location_details.php?id=1752,Trucker,loves travel stops country stores 416x416,34.954904,-110.311745,https://www.loves.com/locations/278,34.954904,-110.311745,I-40,277,4703 MAIN ST,JOSEPH CITY,AZ,86032,928-288-3726 (TRAVEL CENTER),928-288-3738,74.0,0.0,0.0,5.0,5.0,,3.0,928-288-3726 (CHESTER'S FRIED CHICKEN),,,,928-288-3726 (SUBWAY),,,,,,,,
3,Arizona,LOVE'S TRAVEL STOP #280,location_details.php?id=22289,https://www.truckstopsandservices.com/location_details.php?id=22289,Trucker,loves travel stops country stores 416x416,33.431337,-112.5922,https://www.loves.com/locations/280,33.431337,-112.5922,I-10,114,1610 S MILLER RD,BUCKEYE,AZ,85326,623-386-6926 (TRAVEL CENTER),623-386-7462,59.0,0.0,0.0,5.0,9.0,,2.0,623-386-6926 (CHESTER'S FRIED CHICKEN),,,,623-386-6926 (SUBWAY),623-386-6926 (GODFATHER'S PIZZA),,,,,,,
3,Arizona,LOVE'S TRAVEL STOP #286,location_details.php?id=22291,https://www.truckstopsandservices.com/location_details.php?id=22291,Trucker,loves travel stops country stores 416x416,33.657228,-114.241695,https://www.loves.com/locations/286,33.657228,-114.241695,I-10,17,760 QUARTZSITE AVE,QUARTZSITE,AZ,85346,928-927-8570 (TRAVEL CENTER),928-927-8576,122.0,0.0,0.0,6.0,5.0,,3.0,928-927-8570 (CHESTER'S FRIED CHICKEN),,,,928-927-8576 (SUBWAY),,,,,,,,
3,Arizona,LOVE'S TRAVEL STOP #296,location_details.php?id=10272,https://www.truckstopsandservices.com/location_details.php?id=10272,Trucker,loves travel stops country stores 416x416,32.944585,-112.733307,https://www.loves.com/locations/296,32.944585,-112.733307,I-8,115,820 W PIMA ST,GILA BEND,AZ,85337,928-683-2210 (TRAVEL CENTER),928-683-2230,41.0,0.0,0.0,4.0,3.0,,0.0,928-683-2210 (TACO BELL),,,,,,,,,,,,
3,Arizona,LOVE'S TRAVEL STOP #328,location_details.php?id=14753,https://www.truckstopsandservices.com/location_details.php?id=14753,Trucker,loves travel stops country stores 416x416,33.279556,-111.962347,https://www.loves.com/locations/328,33.279556,-111.962347,I-10,162,7001 W SUNDUST RD,CHANDLER,AZ,85226,520-796-1185 (TRAVEL CENTER),520-796-1228,110.0,0.0,0.0,7.0,5.0,,4.0,520-796-1185 (ARBY'S),,,,,,,,,,,,
3,Arizona,LOVE'S TRAVEL STOP #349,location_details.php?id=14778,https://www.truckstopsandservices.com/location_details.php?id=14778,Trucker,loves travel stops country stores 416x416,32.685878,-114.582809,https://www.loves.com/locations/349,32.685878,-114.582809,I-8,3,2931 E GILA RIDGE RD,YUMA,AZ,85365,928-341-9100 (TRAVEL CENTER),928-341-9105,85.0,0.0,0.0,7.0,7.0,,3.0,928-341-9100 (CHESTER'S FRIED CHICKEN),,,,928-341-9100 (SUBWAY),928-341-9100 (GODFATHER'S PIZZA),,,,,,,
3,Arizona,LOVE'S TRAVEL STOP #350,location_details.php?id=59064,https://www.truckstopsandservices.com/location_details.php?id=59064,Trucker,loves travel stops country stores 416x416,31.428598,-110.962381,HTTP://WWW.LOVES.COM/LOCATIONS/350,31.428598,-110.962381,I-19,12,739 E FRONTAGE RD,NOGALES,AZ,85621,520-860-6132 (TRAVEL CENTER),520-860-6133,79.0,,,8.0,8.0,,,520-341-3196 (MCDONALD'S),,,,520-860-6132 (SUBWAY),,,,,,,,
3,Arizona,LOVE'S TRAVEL STOP #386,location_details.php?id=1911,https://www.truckstopsandservices.com/location_details.php?id=1911,Trucker,loves travel stops country stores 416x416,34.723825,-114.315359,https://www.loves.com/locations/386,34.723825,-114.315359,I-40,9,14875 S US 95,LAKE HAVASU CITY,AZ,14875,928-764-1505 (TRAVEL CENTER),928-764-1533,85.0,0.0,0.0,8.0,5.0,,3.0,928-764-1505 (CARL'S JR),,,,928-764-1505 (SUBWAY),,,,,,,,
3,Arizona,LOVE'S TRAVEL STOP #460,location_details.php?id=1188,https://www.truckstopsandservices.com/location_details.php?id=1188,Trucker,loves travel stops country stores 416x416,31.962731,-110.344763,https://www.loves.com/locations/460,31.962731,-110.344763,I-10,302,643 AZ 90,BENSON,AZ,85602,520-586-7151 (TRAVEL CENTER),520-586-8707,60.0,0.0,0.0,5.0,4.0,,2.0,520-586-7151 (CHESTER'S FRIED CHICKEN),,,,520-586-7151 (SUBWAY),520-586-7151 (GODFATHER'S PIZZA),,,,,,,
3,Arizona,LOVE'S TRAVEL STOP #553,location_details.php?id=45161,https://www.truckstopsandservices.com/location_details.php?id=45161,Trucker,loves travel stops country stores 416x416,35.263352,-112.194217,https://www.loves.com/locations/553,35.263352,-112.194217,I-40,163,1055 N GRAND CANYON BLVD,WILLIAMS,AZ,86046,928-635-9958 (TRAVEL CENTER),928-635-9862,100.0,0.0,0.0,8.0,7.0,,5.0,928-635-9958 (CARL'S JR),,,,928-635-9958 (SUBWAY),,,,,,,,
3,Arizona,LOVE'S TRAVEL STOP #659,location_details.php?id=45158,https://www.truckstopsandservices.com/location_details.php?id=45158,Trucker,loves travel stops country stores 416x416,33.458541,-112.239248,https://www.loves.com/locations/649,33.458541,-112.239248,I-10,135,8313 ROOSEVELT ST,TOLLESON,AZ,85353,623-936-1037 (TRAVEL CENTER),623-936-1062,85.0,0.0,0.0,7.0,7.0,,6.0,623-936-1037 (CARL'S JR),,,,623-936-1037 (SUBWAY),,,,,,,,
3,Arizona,LOVE'S TRAVEL STOP #722,location_details.php?id=53857,https://www.truckstopsandservices.com/location_details.php?id=53857,Trucker,loves travel stops country stores 416x416,34.33476,-112.117691,https://www.loves.com/locations/722,34.33476,-112.117691,I-17,263/ARCOSANTI RD,14414 S CROSS L RD,MAYER,AZ,86333,928-227-9764 (TRAVEL CENTER),928-227-9765,53.0,0.0,0.0,6.0,8.0,,2.0,928-227-9764 (ARBY'S),,,,928-227-9764 (GODFATHER'S PIZZA),,,,,,,,
3,Arizona,LOVE'S TRAVEL STOP #831,location_details.php?id=59065,https://www.truckstopsandservices.com/location_details.php?id=59065,Trucker,loves travel stops country stores 416x416,32.26726,-109.84726,HTTP://WWW.LOVES.COM/LOCATIONS/831,32.26726,-109.84726,I-10,340,1600 N FORT GRANT RD,WILCOX,AZ,85643,520-779-6001 (TRAVEL CENTER),520-779-6002,60.0,,,7.0,5.0,,,520-779-6001 (ARBY'S),,,,,,,,,,,,
3,Arizona,MAINSTREET MARKET,location_details.php?id=192,https://www.truckstopsandservices.com/location_details.php?id=192,Trucker,ind dealer,32.270943,-109.243833,,32.270943,-109.243833,I-10,378,2507 W I-10 BUSINESS LOOP,SAN SIMON,AZ,85632,520-845-2251 (TRAVEL CENTER),,200.0,0.0,0.0,5.0,6.0,,0.0,520-845-2251 (SUBWAY),,,,,,,,,,,,
3,Arizona,Maverik,location_details.php?id=64908,https://www.truckstopsandservices.com/location_details.php?id=64908,Trucker,,32.687583,-114.583667,https://loyalty.maverik.com/locations/map,32.687583,-114.583667,I-8,,,Yuma,AZ,85365,520-614-6077,,,,,,,,,,,,,,,,,,,,,
3,Arizona,Maverik #723,location_details.php?id=64172,https://www.truckstopsandservices.com/location_details.php?id=64172,Trucker,,32.42464841,-111.1602211,https://www.maverik.com/,32.42464841,-111.1602211,I-10,,,Marana,AZ,85653,520-585-5581,,,,,,,,,,,,,,,,,,,,,
3,Arizona,MAVERIK ADVENTURE'S FIRST STOP,location_details.php?id=54680,https://www.truckstopsandservices.com/location_details.php?id=54680,Trucker,ind dealer,34.916339,-110.154355,,34.916339,-110.154355,I-40,286,1301 NAVAJO BLVD,HOLBROOK,AZ,86025,928-524-9310 (TRAVEL CENTER),,,,,10.0,,,,,,,,,,,,,,,,
3,Arizona,MAVERIK ADVENTURE'S FIRST STOP #672,location_details.php?id=58009,https://www.truckstopsandservices.com/location_details.php?id=58009,Trucker,ind dealer,34.560033,-112.259177,https://loyalty.maverik.com/locations/map,34.560033,-112.259177,I-17,278,1339 PRESCOTT COUNTRY CLUB BLVD,DEWEY-HUMBOLDT,AZ,86327,480-690-5067 (TRAVEL CENTER),,10.0,,,7.0,,,,,,,,,,,,,,,,
3,Arizona,MINUTE MART,location_details.php?id=45162,https://www.truckstopsandservices.com/location_details.php?id=45162,Trucker,shell,33.765795,-112.514101,,33.765795,-112.514101,US 60,N 211TH AVE,31120 N US 60,WITTMANN,AZ,85361,623-388-2900 (TRAVEL CENTER),,10.0,0.0,0.0,3.0,0.0,,0.0,623-388-2900 (SUBWAY),,,,,,,,,,,,
3,Arizona,MINUTE MART,location_details.php?id=55918,https://www.truckstopsandservices.com/location_details.php?id=55918,Trucker,shell,32.6911744,-113.9536014,,32.6911744,-113.9536014,I-8,42,9250 S AVE 40E,TACNA,AZ,85352,928-239-5764 (TRAVEL CENTER),,120.0,0.0,0.0,6.0,0.0,,0.0,928-239-5764 (SUBWAY),,4.059,4.499,,,,,,,,,
3,Arizona,MINUTE MART,location_details.php?id=55914,https://www.truckstopsandservices.com/location_details.php?id=55914,Trucker,shell,33.415295,-111.995561,,33.415295,-111.995561,I-10,152,3444 S 40TH ST,PHOENIX,AZ,85040,602-601-4868 (TRAVEL CENTER),,3.0,0.0,0.0,4.0,0.0,,0.0,602-601-4868 (SUBWAY),,5.999,4.259,,,,,,,,,
3,Arizona,MINUTE MART,location_details.php?id=10273,https://www.truckstopsandservices.com/location_details.php?id=10273,Trucker,shell,32.949867,-112.705897,,32.949867,-112.705897,I-8,119,942 E PIMA ST,GILA BEND,AZ,85337,928-683-2992 (TRAVEL CENTER),928-683-2360,30.0,0.0,0.0,6.0,4.0,,0.0,928-683-2992 (SUBWAY),,,,,,,,,,,,
3,Arizona,MINUTE MART TRAVEL CENTER,location_details.php?id=52883,https://www.truckstopsandservices.com/location_details.php?id=52883,Trucker,shell,35.700135,-114.476628,https://locations.pilotflyingj.com/us/az/white-hills/12683-white-hills-rd,35.700135,-114.476628,US 93,,12683 WHITE HILLS RD,WILLOW BEACH,AZ,86445,928-767-3008 (TRAVEL CENTER),928-767-3008,40.0,0.0,0.0,6.0,0.0,,0.0,928-767-3008 (SUBWAY),,4.059,4.299,,,,,,,,,
3,Arizona,MOBIL,location_details.php?id=2905,https://www.truckstopsandservices.com/location_details.php?id=2905,Trucker,mobil oil type,32.667107,-114.443529,,32.667107,-114.443529,I-8,12,11235 S FORTUNA RD,YUMA,AZ,85367,928-342-1074 (TRAVEL CENTER),,0.0,0.0,0.0,3.0,0.0,,0.0,928-342-1074 (BURGER KING),,,,,,,,,,,,
3,Arizona,NAVAJO TRAVEL CENTER,location_details.php?id=2093,https://www.truckstopsandservices.com/location_details.php?id=2093,Trucker,shell,35.128363,-109.541149,,35.128363,-109.541149,I-40,325,KERR MCGEE RD,NAVAJO,AZ,86502,928-688-2334 (TRAVEL CENTER),928-688-2888,75.0,0.0,0.0,6.0,0.0,,0.0,928-688-2334 (SUBWAY),,,,,,,,,,,,
3,Arizona,ONE9 DEALER,location_details.php?id=59046,https://www.truckstopsandservices.com/location_details.php?id=59046,Trucker,one9fuelcenter,32.3190169,-109.4523043,HTTP://WWW.ONE9FUELNETWORK.COM,32.3190169,-109.4523043,I-10,366,1275 EAST BUSINESS LOOP,BOWIE,AZ,85605,520-847-2511,,50.0,,,4.0,0.0,,,,,,,,,,,,,,,
3,Arizona,ONE9 TRAVEL CENTER,location_details.php?id=59041,https://www.truckstopsandservices.com/location_details.php?id=59041,Trucker,one9fuelcenter,35.222358,-112.478655,HTTP://WWW.ONE9FUELNETWORK.COM,35.222358,-112.478655,I-40,146,43 W PARK AVE,ASH FORK,AZ,86320,928-754-1285,928-754-7889,40.0,,,7.0,4.0,,,,,,,,,,,,,,,
3,Arizona,PETRO STOPPING CENTER #306,location_details.php?id=2213,https://www.truckstopsandservices.com/location_details.php?id=2213,Trucker,petro,32.811832,-111.669068,https://www.ta-petro.com/location/az/petro-eloy,32.811832,-111.669068,I-10,200,5235 N SUNLAND GIN RD,CASA GRANDE,AZ,85231,520-836-3983 (TRAVEL CENTER),520-423-3254,175.0,8.0,8.0,10.0,10.0,,4.0,520-836-5745 (IRON SKILLET),,,,,,,,,,,,
