"","filename","record_num","clean_line1","clean_line2","line3","city","zip_code","label","phone","address","parking","gray_parking","identifier","year","panel","major_city","state","chain","p_identifier","identifier2","identifier3"
"11","TF2015_114_127-0-ocr.csv",9,"Chicopee ( 01022 ) Pride Travel Center","413-592-6190 1-90 ( MATP ) Exit 6 ( at end of 1-291 ) AMBEST","24 HRS XL 24","Chicopee","01022","Pride Travel Center","413-592-6190","1-90 ( MATP ) Exit 6 ( at end of 1-291 ) AMBEST","XL",NA,"01022_413-592-6190",2015,1,"Chicopee","MA",NA,NA,"01022_413-592-6190","01022_413-592-6190_NA"
"12","TF2016_114_129-0-ocr.csv",9,"Chicopee ( 01022 ) Pride Travel Center","413-592-6190 1-90 ( MATP ) Exit 6 ( at end of 1-291 ) .","24 XL 24 <U+25A1>","Chicopee","01022","Pride Travel Center","413-592-6190","1-90 ( MATP ) Exit 6 ( at end of 1-291 ) .","XL","XL","01022_413-592-6190",2016,1,"Chicopee","MA",NA,NA,"01022_413-592-6190","01022_413-592-6190_NA"
"13","RVersFriend2006-050-ocr.csv",25,"Ludlow , 01056 Ludlow Plaza EB Exxon # 5030","413-583-3779 1-90 ( MATP ) MM 56 EB","24 HRS SOO 0","Ludlow","01056","Ludlow Plaza EB Exxon # 5030","413-583-3779","1-90 ( MATP ) MM 56 EB","S","S","01056_413-583-3779",2006,1,"Ludlow","MA","Exxon",NA,"01056_413-583-3779","01056_413-583-3779_Exxon"
"14","RVersFriend2007-046-ocr.csv",34,"Ludlow , 01056 Ludlow Plaza EB Exxon # 5030 )","413-583-3779 1-90 ( MATP ) MM 56 EB","24 HRS S - <U+2610>","Ludlow","01056","Ludlow Plaza EB Exxon # 5030 )","413-583-3779","1-90 ( MATP ) MM 56 EB","S",NA,"01056_413-583-3779",2007,1,"Ludlow","MA","Exxon",NA,"01056_413-583-3779","01056_413-583-3779_Exxon"
"15","TF2008_104_117-5-ocr.csv",27,"E Ludlow , 01056 Ludlow Plaza EB Exxon # 5030","413-583-3779 1-90 ( MATP ) MM 56 EB","124 S <U+2610><U+2610>","Ludlow","01056","Ludlow Plaza EB Exxon # 5030","413-583-3779","1-90 ( MATP ) MM 56 EB","S",NA,"01056_413-583-3779",2008,1,"Ludlow","MA","Exxon",NA,"01056_413-583-3779","01056_413-583-3779_Exxon"
"16","TF2014_102_115-6-ocr.csv",17,"E Ludlow ( 01056 ) Ludlow Plaza EB # 9030 ( Gulf )","413-583-3779 1-90 ( MATP ) MM 55.9 EB","24 S <U+25A1>","Ludlow","01056","Ludlow Plaza EB # 9030 ( Gulf )","413-583-3779","1-90 ( MATP ) MM 55.9 EB","S","S","01056_413-583-3779",2014,1,"Ludlow","MA","Gulf",NA,"01056_413-583-3779","01056_413-583-3779_Gulf"
"17","TF2015_114_127-0-ocr.csv",17,"Ludlow ( 01056 ) Ludlow Plaza EB # 9030 ( Gulf )","413-583-3779 1-90 ( MATP ) MM 55.9 EB","24 S","Ludlow","01056","Ludlow Plaza EB # 9030 ( Gulf )","413-583-3779","1-90 ( MATP ) MM 55.9 EB","S",NA,"01056_413-583-3779",2015,1,"Ludlow","MA","Gulf",NA,"01056_413-583-3779","01056_413-583-3779_Gulf"
"18","TF2016_114_129-0-ocr.csv",17,"Ludlow ( 01056 ) Ludlow Plaza EB # 852 ( Gulf )","413-583-3779 1-90 ( MATP ) MM 55.9 EB","24 S 24 <U+2610>","Ludlow","01056","Ludlow Plaza EB # 852 ( Gulf )","413-583-3779","1-90 ( MATP ) MM 55.9 EB","S",NA,"01056_413-583-3779",2016,1,"Ludlow","MA","Gulf",NA,"01056_413-583-3779","01056_413-583-3779_Gulf"
"19","RVersFriend2006-050-ocr.csv",26,"Ludlow , 01056 Ludlow Plaza WB Exxon # 5035","413-589-7333 1-90 ( MATP ) MM 67 WB",")","Ludlow","01056","Ludlow Plaza WB Exxon # 5035","413-589-7333","1-90 ( MATP ) MM 67 WB",NA,NA,"01056_413-589-7333",2006,1,"Ludlow","MA","Exxon",NA,"01056_413-589-7333","01056_413-589-7333_Exxon"
"20","RVersFriend2007-046-ocr.csv",35,"E Ludlow , 01056 Ludlow Plaza WB Exxon # 5035","413-589-7333 1-90 ( MATP ) MM 67 WB","24 HRS S 0","Ludlow","01056","Ludlow Plaza WB Exxon # 5035","413-589-7333","1-90 ( MATP ) MM 67 WB","S","S","01056_413-589-7333",2007,1,"Ludlow","MA","Exxon",NA,"01056_413-589-7333","01056_413-589-7333_Exxon"
"21","TF2008_104_117-5-ocr.csv",28,"Ludlow , 01056 Ludlow Plaza WB Exxon # 5035","413-589-7333 1-90 ( MATP ) MM 67 WB","103 24 <U+25A1> S","Ludlow","01056","Ludlow Plaza WB Exxon # 5035","413-589-7333","1-90 ( MATP ) MM 67 WB","S","S","01056_413-589-7333",2008,1,"Ludlow","MA","Exxon",NA,"01056_413-589-7333","01056_413-589-7333_Exxon"
"22","TF2014_102_115-6-ocr.csv",18,"Ludlow ( 01056 ) Ludlow Plaza WB # 9035 ( Gulf )","3 413-589-7333 1-90 ( MATP ) MM 56 WB","24 S","Ludlow","01056","Ludlow Plaza WB # 9035 ( Gulf )","413-589-7333","1-90 ( MATP ) MM 56 WB","S",NA,"01056_413-589-7333",2014,1,"Ludlow","MA","Gulf",NA,"01056_413-589-7333","01056_413-589-7333_Gulf"
"23","TF2015_114_127-0-ocr.csv",18,"Ludlow ( 01056 ) Ludlow Plaza WB # 9035 ( Gulf )","413-589-7333 1-90 ( MATP ) MM 56 WB","124 S <U+2610>","Ludlow","01056","Ludlow Plaza WB # 9035 ( Gulf )","413-589-7333","1-90 ( MATP ) MM 56 WB","S","S","01056_413-589-7333",2015,1,"Ludlow","MA","Gulf",NA,"01056_413-589-7333","01056_413-589-7333_Gulf"
"24","TF2016_114_129-0-ocr.csv",18,"Ludlow ( 01056 ) Ludlow Plaza WB # 853 ( Gulf )","413-589-7333 1-90 ( MATP ) MM 56 WB","24 S <U+25A1> <U+2610>","Ludlow","01056","Ludlow Plaza WB # 853 ( Gulf )","413-589-7333","1-90 ( MATP ) MM 56 WB","S","S","01056_413-589-7333",2016,1,"Ludlow","MA","Gulf",NA,"01056_413-589-7333","01056_413-589-7333_Gulf"
"25","RVersFriend2006-050-ocr.csv",36,"Southwick , 01077 The Notch Travel Center ( Shell )","413-569-1200 326 MA 10 / US 202 ( S of MA 57 W junction",NA,"Southwick","01077","The Notch Travel Center ( Shell )","413-569-1200","326 MA 10 / US 202 ( S of MA 57 W junction",NA,NA,"01077_413-569-1200",2006,1,"Southwick","MA","Shell",NA,"01077_413-569-1200","01077_413-569-1200_Shell"
"26","RVersFriend2007-046-ocr.csv",44,"E Southwick , 01077 The Notch Travel Center ( Shell MA ) 138 S )","413-569-1200 326 MA 10 / US 202 ( S of MA 57 W junction",") 24 RS SS","Southwick","01077","The Notch Travel Center ( Shell MA ) 138 S )","413-569-1200","326 MA 10 / US 202 ( S of MA 57 W junction","S",NA,"01077_413-569-1200",2007,1,"Southwick","MA","Shell",NA,"01077_413-569-1200","01077_413-569-1200_Shell"
"27","TF2008_104_117-6-ocr.csv",4,"Southwick , 01077 The Notch Travel Center ( Shell )","31413-569-1200 326 MA 10 / US 202 ( S of MA 57 W inction )",") Sm <U+2610>","Southwick","01077","The Notch Travel Center ( Shell )","413-569-1200","326 MA 10 / US 202 ( S of MA 57 W inction )","S",NA,"01077_413-569-1200",2008,1,"Southwick","MA","Shell",NA,"01077_413-569-1200","01077_413-569-1200_Shell"
"28","TF2014_102_115-6-ocr.csv",31,"E Southwick ( 01077 ) The Notch Travel Center ( Shell )","3 413-569-1200 326 MA 10 / US 202 ( S of MA 57 W",") <U+2610>","Southwick","01077","The Notch Travel Center ( Shell )","413-569-1200","326 MA 10 / US 202 ( S of MA 57 W",NA,NA,"01077_413-569-1200",2014,1,"Southwick","MA","Shell",NA,"01077_413-569-1200","01077_413-569-1200_Shell"
"29","TF2015_114_127-0-ocr.csv",31,"Southwick ( 01077 ) The Notch Travel Center ( Shell )","413-569-1200 326 MA 10 / US 202 ( S of MA 57 W junction )",")","Southwick","01077","The Notch Travel Center ( Shell )","413-569-1200","326 MA 10 / US 202 ( S of MA 57 W junction )",NA,NA,"01077_413-569-1200",2015,1,"Southwick","MA","Shell",NA,"01077_413-569-1200","01077_413-569-1200_Shell"
"30","TF2016_114_129-0-ocr.csv",30,"Southwick ( 01077 ) The Notch Travel Center ( Shell )","413-569-1200 326 MA 10 / US 202 ( S of MA 57 W",") <U+2610> <U+2610>","Southwick","01077","The Notch Travel Center ( Shell )","413-569-1200","326 MA 10 / US 202 ( S of MA 57 W",NA,NA,"01077_413-569-1200",2016,1,"Southwick","MA","Shell",NA,"01077_413-569-1200","01077_413-569-1200_Shell"
"31","RVersFriend2006-051-ocr.csv",1,"E Springfield , 01105 Broad Street Truck Stop ( Sunoco )","413-739-8678 1-91 Exit 4 NB / 5 SB ( W Columbus )","<U+2610> <U+2610>","Springfield","01105","Broad Street Truck Stop ( Sunoco )","413-739-8678","1-91 Exit 4 NB / 5 SB ( W Columbus )","L","L","01105_413-739-8678",2006,1,"Springfield","MA","Sunoco",NA,"01105_413-739-8678","01105_413-739-8678_Sunoco"
"32","RVersFriend2007-046-ocr.csv",46,"E Springfield , 01105 Broad Street Truck Stop ( Sunoco )","413-739-8678 1-91 Exit 4 NB / 5 SB ( W Columbus )","24 HRS","Springfield","01105","Broad Street Truck Stop ( Sunoco )","413-739-8678","1-91 Exit 4 NB / 5 SB ( W Columbus )",NA,NA,"01105_413-739-8678",2007,1,"Springfield","MA","Sunoco",NA,"01105_413-739-8678","01105_413-739-8678_Sunoco"
"33","TF2008_104_117-6-ocr.csv",6,"Springfield , 01105 Broad Street Truck Stop ( Sunoco )","413-739-8678 1-91 Exit 4 NB / 5 SB ( W Columbus )","Sm <U+2610>","Springfield","01105","Broad Street Truck Stop ( Sunoco )","413-739-8678","1-91 Exit 4 NB / 5 SB ( W Columbus )","S","S","01105_413-739-8678",2008,1,"Springfield","MA","Sunoco",NA,"01105_413-739-8678","01105_413-739-8678_Sunoco"
"34","TF2014_102_115-6-ocr.csv",32,"Springfield ( 01105 ) Broad Street Truck Stop","413-739-8678 1-91 Exit 5 NB / 6 SB ( W Columbus &","Broad ) POLS 24 S <U+25A1>","Springfield","01105","Broad Street Truck Stop","413-739-8678","1-91 Exit 5 NB / 6 SB ( W Columbus &","L",NA,"01105_413-739-8678",2014,1,"Springfield","MA",NA,NA,"01105_413-739-8678","01105_413-739-8678_NA"
"35","TF2015_114_127-0-ocr.csv",32,"Springfield ( 01105 ) Broad Street Truck Stop","413-739-8678 1-91 Exit 5 NB / 6 SB ( W Columbus & Broad )",") 24 HRS S <U+2610> O","Springfield","01105","Broad Street Truck Stop","413-739-8678","1-91 Exit 5 NB / 6 SB ( W Columbus & Broad )","S","S","01105_413-739-8678",2015,1,"Springfield","MA",NA,NA,"01105_413-739-8678","01105_413-739-8678_NA"
"36","TF2016_114_129-0-ocr.csv",31,"Springfield ( 01105 ) Broad Street Truck Stop","413-739-8678 1-91 Exit 5 NB / 6 SB ( W Columbus &","Broad ) 24 S <U+25A1>","Springfield","01105","Broad Street Truck Stop","413-739-8678","1-91 Exit 5 NB / 6 SB ( W Columbus &","S","S","01105_413-739-8678",2016,1,"Springfield","MA",NA,NA,"01105_413-739-8678","01105_413-739-8678_NA"
"37","RVersFriend2006-050-ocr.csv",19,"Lee , 01238 Lee Plaza EB Exxon # 5010","413-243-3288 1-90 ( MATP ) MM 8.5 EB",""" <U+2610> - 0","Lee","01238","Lee Plaza EB Exxon # 5010","413-243-3288","1-90 ( MATP ) MM 8.5 EB",NA,NA,"01238_413-243-3288",2006,1,"Lee","MA","Exxon",NA,"01238_413-243-3288","01238_413-243-3288_Exxon"
"38","RVersFriend2007-046-ocr.csv",28,"D Lee , 01238 Lee Plaza EB Mobil # 5010","413-243-3288 1-90 ( MATP ) MM 8.5 EB","24 HRS 48 S","Lee","01238","Lee Plaza EB Mobil # 5010","413-243-3288","1-90 ( MATP ) MM 8.5 EB","S","S","01238_413-243-3288",2007,1,"Lee","MA","Mobil",NA,"01238_413-243-3288","01238_413-243-3288_Mobil"
"39","TF2008_104_117-5-ocr.csv",22,"Lee , 01238 Lee Plaza EB Mobil # 5010","413-243-3288 1-90 ( MATP ) MM 8.5 EB","16 24 S","Lee","01238","Lee Plaza EB Mobil # 5010","413-243-3288","1-90 ( MATP ) MM 8.5 EB","S","S","01238_413-243-3288",2008,1,"Lee","MA","Mobil",NA,"01238_413-243-3288","01238_413-243-3288_Mobil"
"40","TF2014_102_115-6-ocr.csv",12,"Lee ( 01238 ) Lee Plaza EB # 9010 ( Gulf )","413-243-3288 1-90 ( MATP ) MM 8.5 EB","24 3 S <U+25A1>","Lee","01238","Lee Plaza EB # 9010 ( Gulf )","413-243-3288","1-90 ( MATP ) MM 8.5 EB","S","S","01238_413-243-3288",2014,1,"Lee","MA","Gulf",NA,"01238_413-243-3288","01238_413-243-3288_Gulf"
"41","TF2015_114_127-0-ocr.csv",12,"Lee ( 01238 ) Lee Plaza EB # 9010 ( Gulf )","413-243-3288 1-90 ( MATP ) MM 8.5 EB","24 S B <U+2610>","Lee","01238","Lee Plaza EB # 9010 ( Gulf )","413-243-3288","1-90 ( MATP ) MM 8.5 EB","S","S","01238_413-243-3288",2015,1,"Lee","MA","Gulf",NA,"01238_413-243-3288","01238_413-243-3288_Gulf"
"42","TF2016_114_129-0-ocr.csv",12,"D Lee ( 01238 ) Lee Plaza EB # 857 ( Gulf )","413-243-3288 1-90 ( MATP ) MM 8.5 EB","24 S 24","Lee","01238","Lee Plaza EB # 857 ( Gulf )","413-243-3288","1-90 ( MATP ) MM 8.5 EB","S","S","01238_413-243-3288",2016,1,"Lee","MA","Gulf",NA,"01238_413-243-3288","01238_413-243-3288_Gulf"
"43","RVersFriend2006-050-ocr.csv",20,"Lee , 01238 Lee Plaza WB Exxon # 5015","413-243-3344 1-90 ( MATP ) MM 8.5 WB","M <U+2610>","Lee","01238","Lee Plaza WB Exxon # 5015","413-243-3344","1-90 ( MATP ) MM 8.5 WB","M",NA,"01238_413-243-3344",2006,1,"Lee","MA","Exxon",NA,"01238_413-243-3344","01238_413-243-3344_Exxon"
"44","RVersFriend2007-046-ocr.csv",29,"Lee , 01238 Lee Plaza WB Exxon # 5015","413-243-3344 1-90 ( MATP ) MM 8.5 WB","O","Lee","01238","Lee Plaza WB Exxon # 5015","413-243-3344","1-90 ( MATP ) MM 8.5 WB",NA,NA,"01238_413-243-3344",2007,1,"Lee","MA","Exxon",NA,"01238_413-243-3344","01238_413-243-3344_Exxon"
"45","TF2008_104_117-5-ocr.csv",23,"Lee , 01238 Lee Plaza WB Exxon # 5015","413-243-3344 1-90 ( MATP ) MM 8.5 WB","HRS 24 S <U+2610> <U+2610>","Lee","01238","Lee Plaza WB Exxon # 5015","413-243-3344","1-90 ( MATP ) MM 8.5 WB","S","S","01238_413-243-3344",2008,1,"Lee","MA","Exxon",NA,"01238_413-243-3344","01238_413-243-3344_Exxon"
"46","TF2014_102_115-6-ocr.csv",13,"D Lee ( 01238 ) Lee Plaza WB # 9015 ( Gulf )","413-243-3344 1-90 ( MATP ) MM 8.5 WB","SO","Lee","01238","Lee Plaza WB # 9015 ( Gulf )","413-243-3344","1-90 ( MATP ) MM 8.5 WB","S","S","01238_413-243-3344",2014,1,"Lee","MA","Gulf",NA,"01238_413-243-3344","01238_413-243-3344_Gulf"
"47","TF2015_114_127-0-ocr.csv",13,"D Lee ( 01238 ) Lee Plaza WB # 9015 ( Gulf )","2 413-243-3344 1-90 ( MATP ) MM 8.5 WB","+21 S <U+2610> <U+2610>","Lee","01238","Lee Plaza WB # 9015 ( Gulf )","413-243-3344","1-90 ( MATP ) MM 8.5 WB","S","S","01238_413-243-3344",2015,1,"Lee","MA","Gulf",NA,"01238_413-243-3344","01238_413-243-3344_Gulf"
"48","TF2016_114_129-0-ocr.csv",13,"Lee ( 01238 ) Lee Plaza WB # 858 ( Gulf )","413-243-3344 1-90 ( MATP ) MM 8.5 WB","24 SO 11 <U+2610>","Lee","01238","Lee Plaza WB # 858 ( Gulf )","413-243-3344","1-90 ( MATP ) MM 8.5 WB","S",NA,"01238_413-243-3344",2016,1,"Lee","MA","Gulf",NA,"01238_413-243-3344","01238_413-243-3344_Gulf"
"49","RVersFriend2006-050-ocr.csv",1,", 01432 Mr Mike's # 9 ( Citgo )","978-772-2923 Ayer MA 110-111 W ( off MA 2 )","45 SOO",NA,"01432","Mr Mike's # 9 ( Citgo )","978-772-2923","Ayer MA 110-111 W ( off MA 2 )","S","S","01432_978-772-2923",2006,1,"Ayer","MA","Citgo",NA,"01432_978-772-2923","01432_978-772-2923_Citgo"
"50","RVersFriend2007-046-ocr.csv",10,"Ayer , 01432 Mr Mike's # 9 ( Citgo )","5 978-772-2923 MA 110-111 W ( off MA 2 )",NA,"Ayer","01432","Mr Mike's # 9 ( Citgo )","978-772-2923","MA 110-111 W ( off MA 2 )",NA,NA,"01432_978-772-2923",2007,1,"Ayer","MA","Citgo",NA,"01432_978-772-2923","01432_978-772-2923_Citgo"
"51","TF2008_104_117-5-ocr.csv",4,"Ayer , 01432 Mr Mike's # 9 ( Citgo ) .","5 978-772-2923 MA 110-111 W ( off MA 2 )","<U+2610> <U+25A1> D <U+25A1> 0","Ayer","01432","Mr Mike's # 9 ( Citgo ) .","978-772-2923","MA 110-111 W ( off MA 2 )",NA,NA,"01432_978-772-2923",2008,1,"Ayer","MA","Citgo",NA,"01432_978-772-2923","01432_978-772-2923_Citgo"
"52","TF2014_102_115-6-ocr.csv",0,"Ayer ( 01432 ) Mr Mike's # 309 ( Exxon )","5 978-772-2923 MA 110-111 W ( off MA 2 )","D D","Ayer","01432","Mr Mike's # 309 ( Exxon )","978-772-2923","MA 110-111 W ( off MA 2 )",NA,NA,"01432_978-772-2923",2014,1,"Ayer","MA","Exxon",NA,"01432_978-772-2923","01432_978-772-2923_Exxon"
"53","TF2015_114_127-0-ocr.csv",0,"Ayer ( 01432 ) Mr Mike's # 309 ( Exxon )","5 978-772-2923 MA 110-111 W ( off MA 2 )","D","Ayer","01432","Mr Mike's # 309 ( Exxon )","978-772-2923","MA 110-111 W ( off MA 2 )",NA,NA,"01432_978-772-2923",2015,1,"Ayer","MA","Exxon",NA,"01432_978-772-2923","01432_978-772-2923_Exxon"
"54","TF2016_114_129-0-ocr.csv",0,"Ayer ( 01432 ) Mr Mike's # 309 ( Exxon )","5 978-772-2923 MA 110-111 W ( off MA 2 )","T D D","Ayer","01432","Mr Mike's # 309 ( Exxon )","978-772-2923","MA 110-111 W ( off MA 2 )",NA,NA,"01432_978-772-2923",2016,1,"Ayer","MA","Exxon",NA,"01432_978-772-2923","01432_978-772-2923_Exxon"
"55","RVersFriend2006-050-ocr.csv",5,"Boyleston , 01505 Diplatos Service Station ( Citgo )","51508-869-6800 1-290 Exit 23 B ( MA 140 N )","HRS 24 - S <U+2610>","Boyleston","01505","Diplatos Service Station ( Citgo )","508-869-6800","1-290 Exit 23 B ( MA 140 N )","S","S","01505_508-869-6800",2006,1,"Boylston","MA","Citgo",NA,"01505_508-869-6800","01505_508-869-6800_Citgo"
"56","RVersFriend2007-046-ocr.csv",14,"Boyleston , 01505 Diplatos Service Station ( Citgo )","508-869-6800 1-290 Exit 23 B ( MA 140 N )","<U+2610>","Boyleston","01505","Diplatos Service Station ( Citgo )","508-869-6800","1-290 Exit 23 B ( MA 140 N )",NA,NA,"01505_508-869-6800",2007,1,"Boylston","MA","Citgo",NA,"01505_508-869-6800","01505_508-869-6800_Citgo"
"57","TF2008_104_117-5-ocr.csv",8,"Boylston , 01505 Diplatos Service Station ( Citgo )","508-869-6800 1-290 Exit 23 B ( MA 140 N )","HRS <U+2610> <U+25A1> <U+2610>","Boylston","01505","Diplatos Service Station ( Citgo )","508-869-6800","1-290 Exit 23 B ( MA 140 N )",NA,NA,"01505_508-869-6800",2008,1,"Boylston","MA","Citgo",NA,"01505_508-869-6800","01505_508-869-6800_Citgo"
"58","TF2014_102_115-6-ocr.csv",3,"Boylston ( 01505 ) Diplatos Service Station ( Citgo )","508-869-6800 1-290 Exit 23 B ( MA 140 N )","D <U+25A1> <U+25A1> D","Boylston","01505","Diplatos Service Station ( Citgo )","508-869-6800","1-290 Exit 23 B ( MA 140 N )",NA,NA,"01505_508-869-6800",2014,1,"Boylston","MA","Citgo",NA,"01505_508-869-6800","01505_508-869-6800_Citgo"
"59","TF2015_114_127-0-ocr.csv",3,"Boylston ( 01505 ) Diplatos Service Station ( Citgo )","5 508-869-6800 1-290 Exit 23 B ( MA 140 N )","""","Boylston","01505","Diplatos Service Station ( Citgo )","508-869-6800","1-290 Exit 23 B ( MA 140 N )",NA,NA,"01505_508-869-6800",2015,1,"Boylston","MA","Citgo",NA,"01505_508-869-6800","01505_508-869-6800_Citgo"
"60","TF2016_114_129-0-ocr.csv",3,"Boylston ( 01505 ) Boylston Service Station ( Gulf )","508-869-6800 1-290 Exit 23 B ( MA 140 N )","<U+2610><U+2610> <U+25A1> D <U+2610>","Boylston","01505","Boylston Service Station ( Gulf )","508-869-6800","1-290 Exit 23 B ( MA 140 N )",NA,NA,"01505_508-869-6800",2016,1,"Boylston","MA","Gulf",NA,"01505_508-869-6800","01505_508-869-6800_Gulf"
"61","RVersFriend2006-050-ocr.csv",9,"Charlton , 01507 Charlton Plaza WB Exxon # 5045","508-248-3308 1-90 ( MATP ) MM 83 WB","000","Charlton","01507","Charlton Plaza WB Exxon # 5045","508-248-3308","1-90 ( MATP ) MM 83 WB",NA,NA,"01507_508-248-3308",2006,1,"Charlton","MA","Exxon",NA,"01507_508-248-3308","01507_508-248-3308_Exxon"
"62","RVersFriend2007-046-ocr.csv",18,"D Charlton , 01507 Charlton Plaza WB Exxon # 5045","5 508-248-3308 1-90 ( MATP ) MM 83 WB","24 HRS S <U+2610>","Charlton","01507","Charlton Plaza WB Exxon # 5045","508-248-3308","1-90 ( MATP ) MM 83 WB","S",NA,"01507_508-248-3308",2007,1,"Charlton","MA","Exxon",NA,"01507_508-248-3308","01507_508-248-3308_Exxon"
"63","TF2008_104_117-5-ocr.csv",12,"Charlton , 01507 Charlton Plaza WB Exxon # 5045","5 508-248-3308 1-90 ( MATP ) MM 83 WB 24","24 <U+25A1> S <U+2610> <U+2610>","Charlton","01507","Charlton Plaza WB Exxon # 5045","508-248-3308","1-90 ( MATP ) MM 83 WB 24","S",NA,"01507_508-248-3308",2008,1,"Charlton","MA","Exxon",NA,"01507_508-248-3308","01507_508-248-3308_Exxon"
"64","TF2014_102_115-6-ocr.csv",7,"D Charlton ( 01507 ) Charlton Plaza WB # 9045 ( Gulf )","508-248-3308 1-90 ( MATP ) MM 83 WB","24 S <U+25A1> <U+2610>","Charlton","01507","Charlton Plaza WB # 9045 ( Gulf )","508-248-3308","1-90 ( MATP ) MM 83 WB","S","S","01507_508-248-3308",2014,1,"Charlton","MA","Gulf",NA,"01507_508-248-3308","01507_508-248-3308_Gulf"
"65","TF2015_114_127-0-ocr.csv",7,"D Charlton ( 01507 ) Charlton Plaza WB # 9045 ( Gulf )","5 508-248-3308 1-90 ( MATP ) MM 83 WB","24 HRS 1610 S <U+2610>","Charlton","01507","Charlton Plaza WB # 9045 ( Gulf )","508-248-3308","1-90 ( MATP ) MM 83 WB","S",NA,"01507_508-248-3308",2015,1,"Charlton","MA","Gulf",NA,"01507_508-248-3308","01507_508-248-3308_Gulf"
